"ID","Time","Score"
374,11/11/2015 0:00:00,8
375,11/12/2015 0:00:00,8
376,11/13/2015 0:00:00,6
377,11/14/2015 0:00:00,8
378,11/15/2015 0:00:00,7
379,11/16/2015 0:00:00,7
380,11/17/2015 0:00:00,5
381,11/18/2015 0:00:00,7
382,11/19/2015 0:00:00,7
383,11/20/2015 0:00:00,7
384,11/21/2015 0:00:00,8
385,11/22/2015 0:00:00,5
386,11/23/2015 0:00:00,5
387,11/24/2015 0:00:00,6
388,11/25/2015 0:00:00,6
389,11/26/2015 0:00:00,5
390,11/27/2015 0:00:00,7
391,11/28/2015 0:00:00,6
392,11/29/2015 0:00:00,8
393,11/30/2015 0:00:00,8
394,12/1/2015 0:00:00,6
395,12/2/2015 0:00:00,8
396,12/3/2015 0:00:00,7
397,12/4/2015 0:00:00,7
398,12/5/2015 0:00:00,5
399,12/6/2015 0:00:00,6
400,12/7/2015 0:00:00,5
401,12/8/2015 0:00:00,6
402,12/9/2015 0:00:00,6
403,12/10/2015 0:00:00,6
404,12/11/2015 0:00:00,8
405,12/12/2015 0:00:00,7
