"ID","Time","Score"
196,5/17/2015 0:00:00,9
197,5/18/2015 0:00:00,9
198,5/19/2015 0:00:00,9
199,5/20/2015 0:00:00,7
200,5/21/2015 0:00:00,8
201,5/22/2015 0:00:00,9
202,5/23/2015 0:00:00,8
203,5/24/2015 0:00:00,8
204,5/25/2015 0:00:00,8
205,5/26/2015 0:00:00,9
206,5/27/2015 0:00:00,10
207,5/28/2015 0:00:00,10
208,5/29/2015 0:00:00,7
209,5/30/2015 0:00:00,10
210,5/31/2015 0:00:00,9
211,6/1/2015 0:00:00,8
212,6/2/2015 0:00:00,10
213,6/3/2015 0:00:00,8
214,6/4/2015 0:00:00,9
215,6/5/2015 0:00:00,9
216,6/6/2015 0:00:00,8
217,6/7/2015 0:00:00,8
218,6/8/2015 0:00:00,9
219,6/9/2015 0:00:00,8
220,6/10/2015 0:00:00,8
221,6/11/2015 0:00:00,9
222,6/12/2015 0:00:00,8
223,6/13/2015 0:00:00,8
224,6/14/2015 0:00:00,9
225,6/15/2015 0:00:00,8
226,6/16/2015 0:00:00,8
227,6/17/2015 0:00:00,7
228,6/18/2015 0:00:00,8
229,6/19/2015 0:00:00,8
230,6/20/2015 0:00:00,8
231,6/21/2015 0:00:00,7
232,6/22/2015 0:00:00,8
233,6/23/2015 0:00:00,8
234,6/24/2015 0:00:00,7
235,6/25/2015 0:00:00,9
236,6/26/2015 0:00:00,9
237,6/27/2015 0:00:00,10
238,6/28/2015 0:00:00,9
239,6/29/2015 0:00:00,8
240,6/30/2015 0:00:00,8
241,7/1/2015 0:00:00,8
242,7/2/2015 0:00:00,10
243,7/3/2015 0:00:00,10
244,7/4/2015 0:00:00,8
245,7/5/2015 0:00:00,8
246,7/6/2015 0:00:00,8
247,7/7/2015 0:00:00,9
248,7/8/2015 0:00:00,9
249,7/9/2015 0:00:00,8
250,7/10/2015 0:00:00,7
251,7/11/2015 0:00:00,8
252,7/12/2015 0:00:00,9
253,7/13/2015 0:00:00,10
254,7/14/2015 0:00:00,9
255,7/15/2015 0:00:00,8
256,7/16/2015 0:00:00,8
257,7/17/2015 0:00:00,7
258,7/18/2015 0:00:00,9
259,7/19/2015 0:00:00,8
260,7/20/2015 0:00:00,9
261,7/21/2015 0:00:00,10
262,7/22/2015 0:00:00,8
263,7/23/2015 0:00:00,9
264,7/24/2015 0:00:00,10
265,7/25/2015 0:00:00,8
266,7/26/2015 0:00:00,7
267,7/27/2015 0:00:00,7
268,7/28/2015 0:00:00,9
269,7/29/2015 0:00:00,7
270,7/30/2015 0:00:00,10
271,7/31/2015 0:00:00,7
272,8/1/2015 0:00:00,9
273,8/2/2015 0:00:00,8
274,8/3/2015 0:00:00,8
275,8/4/2015 0:00:00,8
276,8/5/2015 0:00:00,7
277,8/6/2015 0:00:00,10
278,8/7/2015 0:00:00,10
279,8/8/2015 0:00:00,10
280,8/9/2015 0:00:00,10
281,8/10/2015 0:00:00,8
282,8/11/2015 0:00:00,7
283,8/12/2015 0:00:00,9
284,8/13/2015 0:00:00,9
285,8/14/2015 0:00:00,8
286,8/15/2015 0:00:00,8
287,8/16/2015 0:00:00,10
288,8/17/2015 0:00:00,8
289,8/18/2015 0:00:00,8
290,8/19/2015 0:00:00,9
291,8/20/2015 0:00:00,8
292,8/21/2015 0:00:00,10
293,8/22/2015 0:00:00,7
294,8/23/2015 0:00:00,9
295,8/24/2015 0:00:00,8
296,8/25/2015 0:00:00,8
297,8/26/2015 0:00:00,9
298,8/27/2015 0:00:00,10
299,8/28/2015 0:00:00,9
300,8/29/2015 0:00:00,9
301,8/30/2015 0:00:00,9
302,8/31/2015 0:00:00,8
303,9/1/2015 0:00:00,9
304,9/2/2015 0:00:00,10
305,9/3/2015 0:00:00,10
306,9/4/2015 0:00:00,8
307,9/5/2015 0:00:00,9
308,9/6/2015 0:00:00,8
309,9/7/2015 0:00:00,10
310,9/8/2015 0:00:00,7
311,9/9/2015 0:00:00,9
312,9/10/2015 0:00:00,10
313,9/11/2015 0:00:00,7
314,9/12/2015 0:00:00,9
315,9/13/2015 0:00:00,7
316,9/14/2015 0:00:00,9
317,9/15/2015 0:00:00,9
318,9/16/2015 0:00:00,8
319,9/17/2015 0:00:00,9
320,9/18/2015 0:00:00,9
321,9/19/2015 0:00:00,8
322,9/20/2015 0:00:00,7
323,9/21/2015 0:00:00,9
324,9/22/2015 0:00:00,8
325,9/23/2015 0:00:00,7
326,9/24/2015 0:00:00,9
327,9/25/2015 0:00:00,10
328,9/26/2015 0:00:00,8
329,9/27/2015 0:00:00,8
330,9/28/2015 0:00:00,7
331,9/29/2015 0:00:00,7
332,9/30/2015 0:00:00,9
333,10/1/2015 0:00:00,8
334,10/2/2015 0:00:00,7
335,10/3/2015 0:00:00,10
336,10/4/2015 0:00:00,8
337,10/5/2015 0:00:00,7
338,10/6/2015 0:00:00,10
339,10/7/2015 0:00:00,9
340,10/8/2015 0:00:00,8
341,10/9/2015 0:00:00,8
342,10/10/2015 0:00:00,10
343,10/11/2015 0:00:00,7
344,10/12/2015 0:00:00,9
345,10/13/2015 0:00:00,9
346,10/14/2015 0:00:00,9
347,10/15/2015 0:00:00,8
348,10/16/2015 0:00:00,10
349,10/17/2015 0:00:00,8
350,10/18/2015 0:00:00,10
351,10/19/2015 0:00:00,9
352,10/20/2015 0:00:00,7
353,10/21/2015 0:00:00,8
354,10/22/2015 0:00:00,7
355,10/23/2015 0:00:00,9
356,10/24/2015 0:00:00,8
357,10/25/2015 0:00:00,10
358,10/26/2015 0:00:00,9
359,10/27/2015 0:00:00,9
360,10/28/2015 0:00:00,8
361,10/29/2015 0:00:00,5
362,10/30/2015 0:00:00,2
363,10/31/2015 0:00:00,1
364,11/1/2015 0:00:00,9
365,11/2/2015 0:00:00,6
366,11/3/2015 0:00:00,4
367,11/4/2015 0:00:00,6
368,11/5/2015 0:00:00,7
369,11/6/2015 0:00:00,7
370,11/7/2015 0:00:00,9
371,11/8/2015 0:00:00,6
372,11/9/2015 0:00:00,1
373,11/10/2015 0:00:00,5
374,11/11/2015 0:00:00,3
375,11/12/2015 0:00:00,8
376,11/13/2015 0:00:00,6
377,11/14/2015 0:00:00,4
378,11/15/2015 0:00:00,4
379,11/16/2015 0:00:00,7
380,11/17/2015 0:00:00,6
381,11/18/2015 0:00:00,6
382,11/19/2015 0:00:00,3
383,11/20/2015 0:00:00,6
384,11/21/2015 0:00:00,6
385,11/22/2015 0:00:00,9
386,11/23/2015 0:00:00,4
387,11/24/2015 0:00:00,6
388,11/25/2015 0:00:00,3
389,11/26/2015 0:00:00,7
390,11/27/2015 0:00:00,8
391,11/28/2015 0:00:00,2
392,11/29/2015 0:00:00,2
393,11/30/2015 0:00:00,2
394,12/1/2015 0:00:00,6
395,12/2/2015 0:00:00,1
396,12/3/2015 0:00:00,5
397,12/4/2015 0:00:00,8
398,12/5/2015 0:00:00,7
399,12/6/2015 0:00:00,3
400,12/7/2015 0:00:00,3
401,12/8/2015 0:00:00,2
402,12/9/2015 0:00:00,7
403,12/10/2015 0:00:00,5
404,12/11/2015 0:00:00,6
405,12/12/2015 0:00:00,3
