"ID","Time","Score"
300,8/29/2015 0:00:00,8
301,8/30/2015 0:00:00,7
302,8/31/2015 0:00:00,10
303,9/1/2015 0:00:00,9
304,9/2/2015 0:00:00,6
305,9/3/2015 0:00:00,6
306,9/4/2015 0:00:00,10
307,9/5/2015 0:00:00,10
308,9/6/2015 0:00:00,9
309,9/7/2015 0:00:00,6
310,9/8/2015 0:00:00,8
311,9/9/2015 0:00:00,8
312,9/10/2015 0:00:00,6
313,9/11/2015 0:00:00,9
314,9/12/2015 0:00:00,9
315,9/13/2015 0:00:00,9
316,9/14/2015 0:00:00,9
317,9/15/2015 0:00:00,10
318,9/16/2015 0:00:00,8
319,9/17/2015 0:00:00,8
320,9/18/2015 0:00:00,6
321,9/19/2015 0:00:00,10
322,9/20/2015 0:00:00,7
323,9/21/2015 0:00:00,9
324,9/22/2015 0:00:00,9
325,9/23/2015 0:00:00,6
326,9/24/2015 0:00:00,9
327,9/25/2015 0:00:00,7
328,9/26/2015 0:00:00,9
329,9/27/2015 0:00:00,7
330,9/28/2015 0:00:00,7
331,9/29/2015 0:00:00,9
332,9/30/2015 0:00:00,7
333,10/1/2015 0:00:00,7
334,10/2/2015 0:00:00,6
335,10/3/2015 0:00:00,7
336,10/4/2015 0:00:00,9
337,10/5/2015 0:00:00,7
338,10/6/2015 0:00:00,6
339,10/7/2015 0:00:00,7
340,10/8/2015 0:00:00,10
341,10/9/2015 0:00:00,8
342,10/10/2015 0:00:00,10
343,10/11/2015 0:00:00,10
344,10/12/2015 0:00:00,8
345,10/13/2015 0:00:00,8
346,10/14/2015 0:00:00,9
347,10/15/2015 0:00:00,7
348,10/16/2015 0:00:00,8
349,10/17/2015 0:00:00,9
350,10/18/2015 0:00:00,6
351,10/19/2015 0:00:00,8
352,10/20/2015 0:00:00,6
353,10/21/2015 0:00:00,9
354,10/22/2015 0:00:00,8
355,10/23/2015 0:00:00,6
356,10/24/2015 0:00:00,9
357,10/25/2015 0:00:00,10
358,10/26/2015 0:00:00,7
359,10/27/2015 0:00:00,8
360,10/28/2015 0:00:00,8
361,10/29/2015 0:00:00,8
362,10/30/2015 0:00:00,9
363,10/31/2015 0:00:00,8
364,11/1/2015 0:00:00,7
365,11/2/2015 0:00:00,7
366,11/3/2015 0:00:00,9
367,11/4/2015 0:00:00,9
368,11/5/2015 0:00:00,8
369,11/6/2015 0:00:00,9
370,11/7/2015 0:00:00,7
371,11/8/2015 0:00:00,9
372,11/9/2015 0:00:00,8
373,11/10/2015 0:00:00,6
374,11/11/2015 0:00:00,10
375,11/12/2015 0:00:00,7
376,11/13/2015 0:00:00,6
377,11/14/2015 0:00:00,10
378,11/15/2015 0:00:00,9
379,11/16/2015 0:00:00,8
380,11/17/2015 0:00:00,7
381,11/18/2015 0:00:00,6
382,11/19/2015 0:00:00,8
383,11/20/2015 0:00:00,7
384,11/21/2015 0:00:00,10
385,11/22/2015 0:00:00,10
386,11/23/2015 0:00:00,9
387,11/24/2015 0:00:00,8
388,11/25/2015 0:00:00,6
389,11/26/2015 0:00:00,7
390,11/27/2015 0:00:00,9
391,11/28/2015 0:00:00,7
392,11/29/2015 0:00:00,7
393,11/30/2015 0:00:00,8
394,12/1/2015 0:00:00,6
395,12/2/2015 0:00:00,7
396,12/3/2015 0:00:00,7
397,12/4/2015 0:00:00,9
398,12/5/2015 0:00:00,9
399,12/6/2015 0:00:00,6
400,12/7/2015 0:00:00,10
401,12/8/2015 0:00:00,7
402,12/9/2015 0:00:00,6
403,12/10/2015 0:00:00,8
404,12/11/2015 0:00:00,10
405,12/12/2015 0:00:00,10
