"ID","Time","Score"
315,9/13/2015 0:00:00,4
316,9/14/2015 0:00:00,4
317,9/15/2015 0:00:00,3
318,9/16/2015 0:00:00,4
319,9/17/2015 0:00:00,5
320,9/18/2015 0:00:00,4
321,9/19/2015 0:00:00,4
322,9/20/2015 0:00:00,4
323,9/21/2015 0:00:00,4
324,9/22/2015 0:00:00,3
325,9/23/2015 0:00:00,5
326,9/24/2015 0:00:00,5
327,9/25/2015 0:00:00,4
328,9/26/2015 0:00:00,4
329,9/27/2015 0:00:00,5
330,9/28/2015 0:00:00,3
331,9/29/2015 0:00:00,4
332,9/30/2015 0:00:00,4
333,10/1/2015 0:00:00,5
334,10/2/2015 0:00:00,5
335,10/3/2015 0:00:00,3
336,10/4/2015 0:00:00,5
337,10/5/2015 0:00:00,4
338,10/6/2015 0:00:00,5
339,10/7/2015 0:00:00,4
340,10/8/2015 0:00:00,5
341,10/9/2015 0:00:00,3
342,10/10/2015 0:00:00,4
343,10/11/2015 0:00:00,5
344,10/12/2015 0:00:00,3
345,10/13/2015 0:00:00,3
346,10/14/2015 0:00:00,5
347,10/15/2015 0:00:00,4
348,10/16/2015 0:00:00,4
349,10/17/2015 0:00:00,4
350,10/18/2015 0:00:00,4
351,10/19/2015 0:00:00,5
352,10/20/2015 0:00:00,5
353,10/21/2015 0:00:00,5
354,10/22/2015 0:00:00,4
355,10/23/2015 0:00:00,5
356,10/24/2015 0:00:00,4
357,10/25/2015 0:00:00,4
358,10/26/2015 0:00:00,3
359,10/27/2015 0:00:00,4
360,10/28/2015 0:00:00,3
361,10/29/2015 0:00:00,5
362,10/30/2015 0:00:00,4
363,10/31/2015 0:00:00,5
364,11/1/2015 0:00:00,4
365,11/2/2015 0:00:00,5
366,11/3/2015 0:00:00,4
367,11/4/2015 0:00:00,4
368,11/5/2015 0:00:00,4
369,11/6/2015 0:00:00,4
370,11/7/2015 0:00:00,4
371,11/8/2015 0:00:00,5
372,11/9/2015 0:00:00,3
373,11/10/2015 0:00:00,3
374,11/11/2015 0:00:00,4
375,11/12/2015 0:00:00,4
376,11/13/2015 0:00:00,3
377,11/14/2015 0:00:00,4
378,11/15/2015 0:00:00,4
379,11/16/2015 0:00:00,4
380,11/17/2015 0:00:00,4
381,11/18/2015 0:00:00,5
382,11/19/2015 0:00:00,4
383,11/20/2015 0:00:00,4
384,11/21/2015 0:00:00,4
385,11/22/2015 0:00:00,3
386,11/23/2015 0:00:00,4
387,11/24/2015 0:00:00,3
388,11/25/2015 0:00:00,4
389,11/26/2015 0:00:00,3
390,11/27/2015 0:00:00,4
391,11/28/2015 0:00:00,3
392,11/29/2015 0:00:00,5
393,11/30/2015 0:00:00,4
394,12/1/2015 0:00:00,4
395,12/2/2015 0:00:00,3
396,12/3/2015 0:00:00,5
397,12/4/2015 0:00:00,5
398,12/5/2015 0:00:00,4
399,12/6/2015 0:00:00,5
400,12/7/2015 0:00:00,4
401,12/8/2015 0:00:00,4
402,12/9/2015 0:00:00,3
403,12/10/2015 0:00:00,4
404,12/11/2015 0:00:00,5
405,12/12/2015 0:00:00,4
